Date,Close
1/2/2013 16:00:00,66.78
1/3/2013 16:00:00,65.38
1/4/2013 16:00:00,64.71
1/7/2013 16:00:00,63.66
1/8/2013 16:00:00,63.14
1/9/2013 16:00:00,63.5
1/10/2013 16:00:00,64.67
1/11/2013 16:00:00,65.42
1/14/2013 16:00:00,64.4
1/15/2013 16:00:00,63.08
1/16/2013 16:00:00,63.82
1/17/2013 16:00:00,68.35
1/18/2013 16:00:00,69.17
1/22/2013 16:00:00,69.92
1/23/2013 16:00:00,69.24
1/24/2013 16:00:00,71.16
1/25/2013 16:00:00,74.04
1/28/2013 16:00:00,75.47
1/29/2013 16:00:00,75.27
1/30/2013 16:00:00,75.22
1/31/2013 16:00:00,75.09
2/1/2013 16:00:00,78.21
2/4/2013 16:00:00,76.43
2/5/2013 16:00:00,76.5
2/6/2013 16:00:00,75.99
2/7/2013 16:00:00,75.29
2/8/2013 16:00:00,74.78
2/11/2013 16:00:00,74.91
2/12/2013 16:00:00,74.96
2/13/2013 16:00:00,74.26
2/14/2013 16:00:00,74.85
2/15/2013 16:00:00,72.64
2/19/2013 16:00:00,73.96
2/20/2013 16:00:00,72.15
2/21/2013 16:00:00,70.62
2/22/2013 16:00:00,71.65
2/25/2013 16:00:00,69.73
2/26/2013 16:00:00,71.55
2/27/2013 16:00:00,71.79
2/28/2013 16:00:00,70.98
3/1/2013 16:00:00,71.63
3/4/2013 16:00:00,71
3/5/2013 16:00:00,72.28
3/6/2013 16:00:00,72.04
3/7/2013 16:00:00,70.84
3/8/2013 16:00:00,69.73
3/11/2013 16:00:00,69.98
3/12/2013 16:00:00,69.46
3/13/2013 16:00:00,69.69
3/14/2013 16:00:00,71.8
3/15/2013 16:00:00,70.82
3/18/2013 16:00:00,69.77
3/19/2013 16:00:00,69.62
3/20/2013 16:00:00,69.97
3/21/2013 16:00:00,69.22
3/22/2013 16:00:00,68.32
3/25/2013 16:00:00,68.68
3/26/2013 16:00:00,66.96
3/27/2013 16:00:00,66.26
3/28/2013 16:00:00,67.99
4/1/2013 16:00:00,67.08
4/2/2013 16:00:00,66.84
4/3/2013 16:00:00,66.24
4/4/2013 16:00:00,66.08
4/5/2013 16:00:00,66.71
4/8/2013 16:00:00,67.05
4/9/2013 16:00:00,67.09
4/10/2013 16:00:00,68.66
4/11/2013 16:00:00,69.32
4/12/2013 16:00:00,69.11
4/15/2013 16:00:00,66.47
4/16/2013 16:00:00,67.78
4/17/2013 16:00:00,69.48
4/18/2013 16:00:00,71.41
4/19/2013 16:00:00,71.99
4/22/2013 16:00:00,71.24
4/23/2013 16:00:00,72.48
4/24/2013 16:00:00,73.54
4/25/2013 16:00:00,74.78
4/26/2013 16:00:00,73.72
4/29/2013 16:00:00,74.56
4/30/2013 16:00:00,74.37
5/1/2013 16:00:00,74.02
5/2/2013 16:00:00,75.9
5/3/2013 16:00:00,77.5
5/6/2013 16:00:00,76.22
5/7/2013 16:00:00,77.03
5/8/2013 16:00:00,76.62
5/9/2013 16:00:00,76.42
5/10/2013 16:00:00,78.31
5/13/2013 16:00:00,77.55
5/14/2013 16:00:00,77.63
5/15/2013 16:00:00,78.53
5/16/2013 16:00:00,77.71
5/17/2013 16:00:00,78.97
5/20/2013 16:00:00,79.99
5/21/2013 16:00:00,80.67
5/22/2013 16:00:00,80.08
5/23/2013 16:00:00,80.06
5/24/2013 16:00:00,81.3
5/28/2013 16:00:00,84.08
5/29/2013 16:00:00,83.16
5/30/2013 16:00:00,83.61
5/31/2013 16:00:00,81.27
6/3/2013 16:00:00,81.7
6/4/2013 16:00:00,79.8
6/5/2013 16:00:00,77.88
6/6/2013 16:00:00,79.56
6/7/2013 16:00:00,80.59
6/10/2013 16:00:00,80.67
6/11/2013 16:00:00,79.41
6/12/2013 16:00:00,78.68
6/13/2013 16:00:00,80.18
6/14/2013 16:00:00,79.77
6/17/2013 16:00:00,79.27
6/18/2013 16:00:00,80.35
6/19/2013 16:00:00,80.08
6/20/2013 16:00:00,77.07
6/21/2013 16:00:00,76.42
6/24/2013 16:00:00,74.51
6/25/2013 16:00:00,75.75
6/26/2013 16:00:00,76.83
6/27/2013 16:00:00,78.05
6/28/2013 16:00:00,79.11
7/1/2013 16:00:00,78.4
7/2/2013 16:00:00,78.58
7/3/2013 16:00:00,79.68
7/5/2013 16:00:00,82.1
7/8/2013 16:00:00,81.53
7/9/2013 16:00:00,82.13
7/10/2013 16:00:00,83.85
7/11/2013 16:00:00,87.34
7/12/2013 16:00:00,87.15
7/15/2013 16:00:00,86.92
7/16/2013 16:00:00,87.74
7/17/2013 16:00:00,88.97
7/18/2013 16:00:00,89.08
7/19/2013 16:00:00,89.05
7/22/2013 16:00:00,88.65
7/23/2013 16:00:00,88.57
7/24/2013 16:00:00,88.41
7/25/2013 16:00:00,89.67
7/26/2013 16:00:00,89.18
7/29/2013 16:00:00,89.44
7/30/2013 16:00:00,90.09
7/31/2013 16:00:00,89.95
8/1/2013 16:00:00,91.19
8/2/2013 16:00:00,91.93
8/5/2013 16:00:00,92.02
8/6/2013 16:00:00,92.06
8/7/2013 16:00:00,91.5
8/8/2013 16:00:00,91.88
8/9/2013 16:00:00,91.48
8/12/2013 16:00:00,91.4
8/13/2013 16:00:00,92.06
8/14/2013 16:00:00,92.99
8/15/2013 16:00:00,91.06
8/16/2013 16:00:00,91.4
8/19/2013 16:00:00,90.78
8/20/2013 16:00:00,90.3
8/21/2013 16:00:00,90.22
8/22/2013 16:00:00,90.8
8/23/2013 16:00:00,90.83
8/26/2013 16:00:00,90.57
8/27/2013 16:00:00,87.92
8/28/2013 16:00:00,88.28
8/29/2013 16:00:00,87.92
8/30/2013 16:00:00,87.06
9/3/2013 16:00:00,88.39
9/4/2013 16:00:00,89.6
9/5/2013 16:00:00,89.73
9/6/2013 16:00:00,88.77
9/9/2013 16:00:00,89.44
9/10/2013 16:00:00,90.37
9/11/2013 16:00:00,89.43
9/12/2013 16:00:00,92.67
9/13/2013 16:00:00,92.94
9/16/2013 16:00:00,92.8
9/17/2013 16:00:00,92.91
9/18/2013 16:00:00,94.75
9/19/2013 16:00:00,95.64
9/20/2013 16:00:00,97.47
9/23/2013 16:00:00,95.88
9/24/2013 16:00:00,97.44
9/25/2013 16:00:00,97.81
9/26/2013 16:00:00,97.67
9/27/2013 16:00:00,98.45
9/30/2013 16:00:00,98.76
10/1/2013 16:00:00,100.91
10/2/2013 16:00:00,100.66
10/3/2013 16:00:00,100.55
10/4/2013 16:00:00,100.96
10/7/2013 16:00:00,99.46
10/8/2013 16:00:00,97.43
10/9/2013 16:00:00,96.09
10/10/2013 16:00:00,97.71
10/11/2013 16:00:00,97.88
10/14/2013 16:00:00,97.07
10/15/2013 16:00:00,95.15
10/16/2013 16:00:00,94.98
10/17/2013 16:00:00,93.84
10/18/2013 16:00:00,92.84
10/21/2013 16:00:00,93.14
10/22/2013 16:00:00,94.11
10/23/2013 16:00:00,93.32
10/24/2013 16:00:00,94.09
10/25/2013 16:00:00,94.31
10/28/2013 16:00:00,94.33
10/29/2013 16:00:00,94.2
10/30/2013 16:00:00,94.64
10/31/2013 16:00:00,94.7
11/1/2013 16:00:00,92.65
11/4/2013 16:00:00,91.77
11/5/2013 16:00:00,90.52
11/6/2013 16:00:00,90.54
11/7/2013 16:00:00,87.3
11/8/2013 16:00:00,87.37
11/11/2013 16:00:00,87.38
11/12/2013 16:00:00,86.94
11/13/2013 16:00:00,87.68
11/14/2013 16:00:00,88.9
11/15/2013 16:00:00,89.93
11/18/2013 16:00:00,88.86
11/19/2013 16:00:00,89.12
11/20/2013 16:00:00,88.33
11/21/2013 16:00:00,89.92
11/22/2013 16:00:00,91.72
11/25/2013 16:00:00,92.08
11/26/2013 16:00:00,92.76
11/27/2013 16:00:00,93.59
11/29/2013 16:00:00,93.38
12/2/2013 16:00:00,93.74
12/3/2013 16:00:00,93.78
12/4/2013 16:00:00,91.48
12/5/2013 16:00:00,91.14
12/6/2013 16:00:00,91.45
12/9/2013 16:00:00,91.8
12/10/2013 16:00:00,91.04
12/11/2013 16:00:00,91.1
12/12/2013 16:00:00,89.37
12/13/2013 16:00:00,88.1
12/16/2013 16:00:00,88.22
12/17/2013 16:00:00,87.91
12/18/2013 16:00:00,89.78
12/19/2013 16:00:00,90.84
12/20/2013 16:00:00,91.48
12/23/2013 16:00:00,92.24
12/24/2013 16:00:00,92.65
12/26/2013 16:00:00,93.47
12/27/2013 16:00:00,94.07
12/30/2013 16:00:00,93.44
12/31/2013 16:00:00,93.7
1/2/2014 16:00:00,92.36
1/3/2014 16:00:00,92.04
1/6/2014 16:00:00,90.15
1/7/2014 16:00:00,89.39
1/8/2014 16:00:00,89.63
1/9/2014 16:00:00,90.14
1/10/2014 16:00:00,91.07
1/13/2014 16:00:00,90.36
1/14/2014 16:00:00,91.19
1/15/2014 16:00:00,89.44
1/16/2014 16:00:00,85.22
1/17/2014 16:00:00,84.4
1/21/2014 16:00:00,87.15
1/22/2014 16:00:00,91.29
1/23/2014 16:00:00,88.39
1/24/2014 16:00:00,87.59
1/27/2014 16:00:00,87.62
1/28/2014 16:00:00,86.44
1/29/2014 16:00:00,85.65
1/30/2014 16:00:00,85.23
1/31/2014 16:00:00,84.63
2/3/2014 16:00:00,84.56
2/4/2014 16:00:00,84.09
2/5/2014 16:00:00,85.16
2/6/2014 16:00:00,86.84
2/7/2014 16:00:00,87.56
2/10/2014 16:00:00,87.54
2/11/2014 16:00:00,89.61
2/12/2014 16:00:00,87.93
2/13/2014 16:00:00,88.47
2/14/2014 16:00:00,89.18
2/18/2014 16:00:00,89.68
2/19/2014 16:00:00,88.2
2/20/2014 16:00:00,88.88
2/21/2014 16:00:00,88.91
2/24/2014 16:00:00,89.34
2/25/2014 16:00:00,86.63
2/26/2014 16:00:00,85.92
2/27/2014 16:00:00,86.02
2/28/2014 16:00:00,86.14
3/3/2014 16:00:00,86
3/4/2014 16:00:00,89.38
3/5/2014 16:00:00,89.87
3/6/2014 16:00:00,91.53
3/7/2014 16:00:00,91.13
3/10/2014 16:00:00,90.68
3/11/2014 16:00:00,90.3
3/12/2014 16:00:00,90.94
3/13/2014 16:00:00,89.83
3/14/2014 16:00:00,89.48
3/17/2014 16:00:00,90.63
3/18/2014 16:00:00,91.72
3/19/2014 16:00:00,90.99
3/20/2014 16:00:00,92.48
3/21/2014 16:00:00,92.39
3/24/2014 16:00:00,91.11
3/25/2014 16:00:00,91.98
3/26/2014 16:00:00,92.28
3/27/2014 16:00:00,91.97
3/28/2014 16:00:00,91.83
3/31/2014 16:00:00,93.36
4/1/2014 16:00:00,93.57
4/2/2014 16:00:00,93.21
4/3/2014 16:00:00,92.17
4/4/2014 16:00:00,90.82
