Date,Close
8/29/18,52.17
8/30/18,53.46
8/31/18,56.67
9/4/18,55.5
9/5/18,53.45
9/6/18,49.88
9/7/18,50.14
9/10/18,49.69
9/11/18,51.8
9/12/18,53.73
9/13/18,54.15
9/14/18,55.36
9/17/18,50.32
9/18/18,53.18
9/19/18,51.89
9/20/18,48.99
9/21/18,44.49
9/24/18,45.28
9/25/18,46.37
9/26/18,45.76
9/27/18,46.44
9/28/18,44.35
10/1/18,42.34
10/2/18,39.72
10/3/18,39
10/4/18,37.56
10/5/18,38.56
10/8/18,36.56
10/9/18,36.85
10/10/18,36.64
10/11/18,36.95
10/12/18,37.7
10/15/18,35.9
10/16/18,39.6
10/17/18,39.74
10/18/18,37.2
10/19/18,36.04
10/22/18,35.47
10/23/18,35.02
10/24/18,31.81
10/25/18,33.13
10/26/18,32.42
10/29/18,31.28
10/30/18,32
10/31/18,32.77
11/1/18,35.59
11/2/18,36.8
11/5/18,36.32
11/6/18,35.06
11/7/18,38.85
11/8/18,37.7
11/9/18,36.37
11/12/18,36.17
11/13/18,36.48
11/14/18,34.76
11/15/18,36.39
11/16/18,37.16
11/19/18,34.04
11/20/18,32.73
11/21/18,35.06
11/23/18,35.66
11/26/18,36.48
11/27/18,36.32
11/28/18,37.62
11/29/18,38.72
11/30/18,38.33
12/3/18,39.84
12/4/18,36.34
12/6/18,35.92
12/7/18,35.06
12/10/18,35.3
12/11/18,35.71
12/12/18,36.38
12/13/18,33.44
12/14/18,32.69
12/17/18,31.58
12/18/18,29.54
12/19/18,28.86
12/20/18,27.42
12/21/18,22.73
12/24/18,24.42
12/26/18,26.31
12/27/18,26.41
12/28/18,26.75
12/31/18,28.57
1/2/19,29.87
1/3/19,28.02
1/4/19,30.27
1/7/19,34.22
1/8/19,34.01
1/9/19,36.73
1/10/19,34.57
1/11/19,35.15
1/14/19,34.15
1/15/19,35.39
1/16/19,35.4
1/17/19,35.88
1/18/19,37.13
1/22/19,33.08
1/23/19,31.4
1/24/19,32.29
1/25/19,33.2
1/28/19,31.17
1/29/19,30.97
1/30/19,32.24
1/31/19,32.43
2/1/19,31.92
2/4/19,32.58
2/5/19,32.44
2/6/19,32.63
2/7/19,29.78
2/8/19,30.39
2/11/19,31.13
2/12/19,31.64
2/13/19,31.11
2/14/19,30.93
2/15/19,31.52
2/19/19,32.41
2/20/19,31.99
2/21/19,31.18
2/22/19,31.67
2/25/19,39.65
2/26/19,36.2
2/27/19,36.73
2/28/19,35.39
3/1/19,39.97
3/4/19,39.92
3/5/19,40.87
3/6/19,38.39
3/7/19,38.7
3/8/19,37.7
3/11/19,39.04
3/12/19,39.41
3/13/19,39.43
3/14/19,38.55
3/15/19,38.64
3/18/19,37.88
3/19/19,37.24
3/20/19,37.1
3/21/19,37.86
3/22/19,35.59
3/25/19,34.19
3/26/19,34.83
3/27/19,34.21
3/28/19,34.93
3/29/19,35.72
4/1/19,35.45
4/2/19,37.9
4/3/19,38.24
4/4/19,38.15
4/5/19,38.42
4/8/19,38.67
4/9/19,37.68
4/10/19,38.82
4/11/19,37.51
4/12/19,37.91
4/15/19,37.15
4/16/19,39.08
4/17/19,36.43
4/18/19,36.26
4/22/19,37.25
4/23/19,38.68
4/24/19,38.57
4/25/19,39.56
4/26/19,41.02
4/29/19,40.28
4/30/19,40.19
5/1/19,38.82
5/2/19,40.28
5/3/19,40.57
5/6/19,42.09
5/7/19,39.16
5/8/19,39.86
5/9/19,39.99
5/10/19,40.59
5/13/19,37.75
5/14/19,37.62
5/15/19,38.67
5/16/19,39.44
5/17/19,38.83
5/20/19,37.69
5/21/19,39.43
5/22/19,38.82
5/23/19,36.81
5/24/19,37
5/28/19,36.72
5/29/19,36.86
5/30/19,36.59
5/31/19,35.57
6/3/19,35.99
6/4/19,37.26
6/5/19,37.53
6/6/19,37.25
6/7/19,42.88
6/10/19,44.38
6/11/19,43.52
6/12/19,43.53
6/13/19,44.26
6/14/19,43.27
6/17/19,47.07
6/18/19,48.2
6/19/19,46.95
6/20/19,44.35
6/21/19,45.41
6/24/19,43.35
6/25/19,43.98
6/26/19,43.92
6/27/19,45.36
6/28/19,47.1
7/1/19,47.71
7/2/19,46.89
7/3/19,47.9
7/5/19,47.59
7/8/19,47.31
7/9/19,48.03
7/10/19,49.83
7/11/19,49.18
7/12/19,49.11
7/15/19,49.28
7/16/19,48.5
7/17/19,49.24
7/18/19,49.72
7/19/19,49.04
7/22/19,49.39
7/23/19,49.11
7/24/19,49.14
7/25/19,49.66
7/26/19,51.92
7/29/19,51.32
7/30/19,50.72
7/31/19,50.69
8/1/19,52.56
8/2/19,49.89
8/5/19,45
8/6/19,47.5
8/7/19,48
8/8/19,49.05
8/9/19,50
8/12/19,48.94
8/13/19,47.27
8/14/19,46.27
8/15/19,46.1
8/16/19,47.55
8/19/19,48.58
8/20/19,48.52
8/21/19,48.98
8/22/19,48.86
8/23/19,46.63
8/26/19,46.71
8/27/19,44.64
8/28/19,46.09
8/29/19,46.74
8/30/19,46.21
9/3/19,44.82
9/4/19,45.48
9/5/19,46.89
9/6/19,45.79
9/9/19,45.43
9/10/19,46.2
9/11/19,47.87
9/12/19,48.04
9/13/19,47.67
9/16/19,49.67
9/17/19,49.22
9/18/19,49.4
9/19/19,47.51
9/20/19,48.33
9/23/19,47.7
9/24/19,45.95
9/25/19,45.06
9/26/19,42.45
9/27/19,42.36
9/30/19,40.99
10/1/19,38.53
10/2/19,39.09
10/3/19,38.79
10/4/19,39.64
10/7/19,41.08
10/8/19,37.36
10/9/19,36.73
10/10/19,36.81
10/11/19,36.96
10/14/19,36.68
10/15/19,37.96
10/16/19,37.75
10/17/19,37.91
10/18/19,37.91
10/21/19,40.05
10/22/19,39
10/23/19,39.23
10/24/19,39.77
10/25/19,39.85
10/28/19,44.85
10/29/19,48.92
10/30/19,52.04
10/31/19,50.37
11/1/19,50.89
11/4/19,48.78
11/5/19,47.22
11/6/19,48.45
11/7/19,49.01
11/8/19,50.54
11/11/19,50.91
11/12/19,53.58
11/13/19,55
11/14/19,55.06
11/15/19,56.87
11/18/19,58.53
11/19/19,68.46
11/20/19,67.42
11/21/19,59.39
11/22/19,62.2
11/25/19,65.67
11/26/19,68.76
11/27/19,68.11
11/29/19,71.65
12/2/19,68.62
12/3/19,73.13
12/4/19,72.1
12/5/19,70.71
12/6/19,72.37
12/9/19,67.45
12/10/19,67.63
12/11/19,65.65
12/12/19,66.03
12/13/19,65.36
12/16/19,66.33
12/17/19,65.95
12/18/19,65.39
12/19/19,65.14
12/20/19,68.06
12/23/19,67.88
12/24/19,67.23
12/26/19,66.75
12/27/19,66.01
12/30/19,61.84
12/31/19,60.91
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
